Opportunity Name,Level 2 Government,Bridge Name,Project Code,Stage,Sub-Stage,CaseSafeID,B2P Fiscal Year,latitude,longitude,Individuals Directly Served,Population Estimate 2000m
Rwanda - Kagumiro - 1014380,Ngoma,Kagumiro,1014380,Identified,Technical,006f100000eeuyfAAA,2019,-2.107592,30.609893,10222,4443
Rwanda - Kabimba - 1014381,Ngoma,Kabimba,1014381,Identified,Technical,006f100000eeuykAAA,2019,-2.165545,30.549758,14274,10934
Rwanda - Marembo - 1014382,Ngoma,Marembo,1014382,Identified,Technical,006f100000eeuypAAA,2019,-2.160985,30.551312,10352,12126
Rwanda - Kajevuba - 1014398,Nyagatare,Kajevuba,1014398,Identified,Vehicular Bridge Required,006f100000eev07AAA,2019,-1.442804,30.274319,1,6870
Rwanda - Kagogo - 1014399,Nyagatare,Kagogo,1014399,Identified,Vehicular Bridge Required,006f100000eev0CAAQ,2019,-1.471113,30.285693,1,5952
Rwanda - Cyeru - 1014426,Ngoma,Cyeru,1014426,Identified,Technical,006f100000eev4OAAQ,2019,-2.201705,30.60411,7812,3976
Rwanda - Tangata - 1013323,Burera,Tangata,1013323,Identified,Technical,006f100000d7ERlAAM,2018,-1.51042,29.8463,3991,7525
Rwanda - Gasasa~ mutuntu - 1013891,Nyamasheke,Gasasa~ mutuntu,1013891,Identified,Technical,006f100000d88IMAAY,2019,-2.392599,29.239326,3697,4958
Rwanda - Nyamiheha - 1013893,Nyamasheke,Nyamiheha,1013893,Identified,Technical,006f100000d88IWAAY,2019,-2.210267,29.263236,2698,6706
Rwanda - Kanyinya - 1013423,Nyamagabe,Kanyinya,1013423,Identified,Technical,006f100000d7JDMAA2,2018,-2.374415,29.51966667,3246,2479
Rwanda - Kansoro - 1013477,Musanze,Kansoro,1013477,Identified,,006f100000d7Q60AAE,2024,-1.446965,29.616203,,11440
Rwanda - Resume (kwa Frederick) - 1013484,Burera,Resume (kwa Frederick),1013484,Identified,Technical,006f100000d7Q8jAAE,2019,-1.37445,29.80846,1892,8195
Rwanda - Ryabidandi - 1013614,Nyaruguru,Ryabidandi,1013614,Identified,Technical,006f100000d7hE8AAI,2019,-2.74995333,29.62531333,4794,6697
Rwanda - Barage - 1013622,Kayonza,Barage,1013622,Identified,Technical,006f100000d7iJPAAY,2019,-1.95152,30.59912,2969,3580
Rwanda - Ruhengeri 2 - 1013633,Rutsiro,Ruhengeri 2,1013633,Identified,Technical,006f100000d7iRnAAI,2018,-1.88027,29.34277,519,9162
Rwanda - Kamaranzara - 1013648,Rutsiro,Kamaranzara,1013648,Identified,Requested,006f100000d7iWdAAI,2018,-1.83944,29.3222,1131,10953
Rwanda - Rugamba - 1013659,Rutsiro,Rugamba,1013659,Identified,Technical,006f100000d7iYjAAI,2018,-1.8777,29.3219444,1348,9566
Rwanda - Gitaba - 1013547,Ngororero,Gitaba,1013547,Identified,Technical,006f100000d7azKAAQ,2019,-1.77412,29.57416,4606,7243
Rwanda - Nyarutovu 2 - 1013682,Gakenke,Nyarutovu 2,1013682,Identified,Technical,006f100000d7ieDAAQ,2019,-1.68267,29.67093,892,9360
Rwanda - Nyabutaka kwamuvara - 1013689,Gakenke,Nyabutaka kwamuvara,1013689,Identified,Technical,006f100000d7ifGAAQ,2019,-1.66377,29.80285,1510,6903
Rwanda - Kirebe - 1013690,Gakenke,Kirebe,1013690,Identified,Technical,006f100000d7igsAAA,2019,-1.63772,29.81581,1838,8050
Rwanda - Karambo - 1013720,Karongi,Karambo,1013720,Identified,Technical,006f100000d7jEkAAI,2019,-2.18681,29.42727,3724,5012
Rwanda - Kabogoti - 1013727,Gisagara,Kabogoti,1013727,Identified,Technical,006f100000d7jHPAAY,2019,-2.64711,29.80976,2305,4504
Rwanda - Gahondo - 1014431,Ngoma,Gahondo,1014431,Identified,Technical,006f100000eev5UAAQ,2019,-2.195678,30.476143,5899,4378
Rwanda - Rugaragara - 1014353,Ngoma,Rugaragara,1014353,Identified,Technical,006f100000eeuv2AAA,2019,-2.19132,30.60191,6321,4769
Rwanda - Mukomango - 1014491,Ngoma,Mukomango,1014491,Identified,Technical,006f100000ef7Y3AAI,2019,-2.206378,30.521405,5065,4544
Rwanda - Rebero - 1014605,Rwamagana,Rebero,1014605,Identified,Technical,006f100000efHBAAA2,2019,-1.893193,30.280679,1,4597
Rwanda - Antenne - 1014440,Kicukiro,Antenne,1014440,Identified,Technical,006f100000eevLXAAY,2019,-1.9761111,30.1425,7894,28208
Rwanda - Gisiza - 1014072,Karongi,Gisiza,1014072,Identified,Requested,006f100000d1fTZAAY,2019,-2.25545,29.47791,3747,3093
Rwanda - Karuhigi - 1014124,Nyamasheke,Karuhigi,1014124,Identified,Technical,006f100000d1hEYAAY,2019,-2.38012159,29.04157223,6190,10525
Rwanda - Gitwa - 1014126,Nyamasheke,Gitwa,1014126,Identified,Technical,006f100000d1hFbAAI,2019,-2.42782026,28.96789415,5811,11848
Rwanda - Bweranka - 1014356,Ngoma,Bweranka,1014356,Identified,Technical,006f100000eeuvbAAA,2019,-2.15593,30.63163,7491,2858
Rwanda - Kwanyiramanyana - 1014463,Rwamagana,Kwanyiramanyana,1014463,Identified,Technical,006f100000ef6xnAAA,2019,-2.009512,30.421038,1851,3168
Rwanda - Buranga - 1014508,Gasabo,Buranga,1014508,Identified,Technical,006f100000ef7jOAAQ,2019,-1.94362,30.121686,36450,61430
Rwanda - Ryabugenge - 1014532,Gatsibo,Ryabugenge,1014532,Identified,Technical,006f100000ef84WAAQ,2019,-1.65754,30.2992,1510,3816
Rwanda - Kacyiru - 1014536,Gatsibo,Kacyiru,1014536,Identified,Technical,006f100000ef87LAAQ,2019,-1.59976,30.20891,2173,4413
Rwanda - Bamporeze 1 - 1014436,Kicukiro,Bamporeze 1,1014436,Identified,Technical,006f100000eevL3AAI,2019,-1.9919444,30.14638889,4607,10232
Rwanda - Murujanjara - 1014417,Nyagatare,Murujanjara,1014417,Identified,Technical,006f100000eev1jAAA,2019,-1.397253,30.163373,2898,6486
Rwanda - Rubindi - 1014115,Nyaruguru,Rubindi,1014115,Identified,Vehicular Bridge Required,006f100000d1h8aAAA,2019,-2.73352,29.44932,1100,5699
Rwanda - Kinyinya - 1014347,Karongi,Kinyinya,1014347,Identified,Technical,006f100000eeuuOAAQ,2019,-2.07245,29.60469,3105,4831
Rwanda - Nyagasharara - 1014391,Nyagatare,Nyagasharara,1014391,Identified,Technical,006f100000eeuzYAAQ,2019,-1.336893,30.213863,14036,7161
Rwanda - Fotorero - 1014404,Nyagatare,Fotorero,1014404,Identified,Technical,006f100000eev0gAAA,2019,-1.163172,30.476046,9631,396
Rwanda - Gakuto - 1014432,Ngoma,Gakuto,1014432,Identified,Technical,006f100000eev5ZAAQ,2019,-2.195243,30.475603,6709,4367
Rwanda - Gasharu - 1014558,Rwamagana,Gasharu,1014558,Identified,Vehicular Bridge Required,006f100000efEfBAAU,2019,-2.04879,30.42496,9967,4073
Rwanda - Mugashyushya - 1014290,Kamonyi,Mugashyushya,1014290,Identified,Identified in Needs Assessment,006f100000eekh0AAA,2019,-2.06667,29.87094,,6589
Rwanda - Murindi - 1014451,Kamonyi,Murindi,1014451,Identified,Technical,006f100000eevdqAAA,2019,-2.05615,29.93258,6620,4853
Rwanda - Gishenyi - 1014255,Nyagatare,Gishenyi,1014255,Identified,Technical,006f100000eekWxAAI,2019,-1.3683,30.17181,2514,5190
Rwanda - Bukoro - 1014129,Nyaruguru,Bukoro,1014129,Prospecting,,006f100000d1hGAAAY,2024,-2.61265,29.50877,4359,4426
Rwanda - Rwayikona - 1014474,Kirehe,Rwayikona,1014474,Identified,Technical,006f100000ef6ylAAA,2019,-2.164154,30.695954,4730,2059
Rwanda - Kivumu - 1014057,Karongi,Kivumu,1014057,Identified,Technical,006f100000d1fPwAAI,2019,-2.228383,29.51722,21645,4094
Rwanda - Kigobe - 1014492,Ngoma,Kigobe,1014492,Identified,Technical,006f100000ef7abAAA,2019,-2.137525,30.459055,9363,4152
Rwanda - Nyakabande-Bitaba - 1015561,Karongi,Nyakabande-Bitaba,1015561,Complete,In Service,006f100000fHAHXAA4,2021,-2.109525,29.314058,1945,5855
Rwanda - Nkegete - 1012807,Muhanga,Nkegete,1012807,Prospecting,,006f100000d6ksKAAQ,2023,-1.91078,29.77379,1441,4670
Rwanda - Karambi - 1013829,Kayonza,Karambi,1013829,Identified,Technical,006f100000d7xpQAAQ,2019,-2.01879,30.7448,21305,814
Rwanda - Gahinga - 1013872,Karongi,Gahinga,1013872,Identified,Technical,006f100000d889UAAQ,2019,-2.11586,29.26521,3780,4625
Rwanda - Kigarama - 1013884,Nyamasheke,Kigarama,1013884,Identified,Technical,006f100000d88DbAAI,2019,-2.200863,29.268609,1934,7388
Rwanda - Mutusa - 1013888,Nyamasheke,Mutusa,1013888,Identified,Technical,006f100000d88F3AAI,2019,-2.37385,29.095785,2662,6527
Rwanda - Murembo-Kiyovu - 1013001,Nyamagabe,Murembo-Kiyovu,1013001,Identified,Technical,006f100000d6wOIAAY,2018,-2.373135,29.40052667,3924,4553
Rwanda - Bihira - 1013024,Nyabihu,Bihira,1013024,Identified,Technical,006f100000d6yLCAAY,2018,-1.63099,29.58643,2186,9166
Rwanda - Biseke - 1013374,Nyabihu,Biseke,1013374,Identified,,006f100000d7GroAAE,2024,-1.66137,29.50069,8766,11450
Rwanda - Ruyebe - 1013392,Nyabihu,Ruyebe,1013392,Identified,Requested,006f100000d7GtGAAU,2024,-1.65549,29.51862,2624,12743
Rwanda - Gasihe - 1013894,Nyamasheke,Gasihe,1013894,Complete,In Service,006f100000d88IbAAI,2022,-2.360876,29.157374,2762,6436
Rwanda - Cyahera - 1013710,Burera,Cyahera,1013710,Identified,Technical,006f100000d7jDhAAI,2019,-1.43601,29.85018,964,7671
Rwanda - Gasagara - 1013491,Burera,Gasagara,1013491,Prospecting,,006f100000d7Q9SAAU,2024,-1.43466,29.6722,,10607
Rwanda - Ku mashuri ya karangara - 1013492,Burera,Ku mashuri ya karangara,1013492,Identified,Technical,006f100000d7Q9XAAU,2019,-1.42212,29.70465,3255,15586
Rwanda - Shaga - 1013494,Burera,Shaga,1013494,Identified,Technical,006f100000d7Q9hAAE,2019,-1.34705,29.82387,2267,6651
Rwanda - Gisiza - 1013624,Rutsiro,Gisiza,1013624,Identified,Technical,006f100000d7iPrAAI,2019,-1.92376,29.32233,1697,7350
Rwanda - Cyinoni 2 - 1013666,Gakenke,Cyinoni 2,1013666,Identified,Technical,006f100000d7iaaAAA,2019,-1.64738,29.80296,1364,8381
Rwanda - Musange kukibuga - 1013670,Gakenke,Musange kukibuga,1013670,Confirmed,,006f100000d7ibTAAQ,2023,-1.63681,29.789747,1812,9999
Rwanda - Bigugu - 1013013,Nyanza,Bigugu,1013013,Identified,Technical,006f100000d6wRpAAI,2018,-2.38034,29.86227,7734,3179
Rwanda - Gasharu - 1012831,Nyanza,Gasharu,1012831,Confirmed,,006f100000d6mYGAAY,2023,-2.31422,29.69336,3531,5264
Rwanda - Mariza - 1013504,Huye,Mariza,1013504,Identified,Technical,006f100000d7QQYAA2,2019,-2.51052,29.70255,1178,7316
Rwanda - Gatongati - 1013509,Huye,Gatongati,1013509,Identified,Technical,006f100000d7QStAAM,2019,-2.58804,29.67228,979,3908
Rwanda - Ryumuzungu - 1013679,Gakenke,Ryumuzungu,1013679,Identified,Technical,006f100000d7icqAAA,2019,-1.76435,29.8756,1274,6034
Rwanda - Rubambira - 1013540,Ngororero,Rubambira,1013540,Identified,Technical,006f100000d7ayRAAQ,2019,-1.82053,29.54759,4403,7719
Rwanda - Kamihaho - 1013555,Karongi,Kamihaho,1013555,Identified,Requested,006f100000d7b03AAA,2019,-2.09757,29.4337,4000,6466
Rwanda - Kagarama - 1013867,Karongi,Kagarama,1013867,Complete,In Service,006f100000d8890AAA,2022,-2.13838,29.33504,3886,11928
Rwanda - Muryaruzigura - 1013868,Karongi,Muryaruzigura,1013868,Identified,Technical,006f100000d8895AAA,2019,-2.16278,29.28921,3904,4995
Rwanda - Rubindi - 1013909,Rusizi,Rubindi,1013909,Identified,Technical,006f100000d8AigAAE,2019,-2.54605,28.96095,2908,8789
Rwanda - Murambi - 1013564,Nyamasheke,Murambi,1013564,Identified,Technical,006f100000d7b6BAAQ,2019,-2.311176,29.239786,2829,11268
Rwanda - Nyacyonga Kigasa - 1014500,Kicukiro,Nyacyonga Kigasa,1014500,Identified,Technical,006f100000ef7eEAAQ,2019,-2.000188,30.112183,3868,13794
Rwanda - Kabonero - 1014611,Rwamagana,Kabonero,1014611,Identified,Technical,006f100000efHBoAAM,2019,-1.965611,30.337764,3209,4438
Rwanda - Bigo2 - 1014507,Kicukiro,Bigo2,1014507,Identified,Technical,006f100000ef7jJAAQ,2019,-2.011603,30.082825,13756,7287
Rwanda - Gisera - 1014509,Ngoma,Gisera,1014509,Identified,Technical,006f100000ef7jTAAQ,2019,-2.21354,30.437908,11068,4178
Rwanda - Karuvungwa - 1012948,Muhanga,Karuvungwa,1012948,Prospecting,,006f100000d6wBZAAY,2023,-1.984941,29.733049,3400,4717
Rwanda - Kinihira - 1012954,Muhanga,Kinihira,1012954,Identified,Technical,006f100000d6wC3AAI,2018,-1.73435,29.66043,4456,8947
Rwanda - Gaseke - 1013747,Rulindo,Gaseke,1013747,Identified,,006f100000d7kjZAAQ,2018,-1.66082,30.05076,4830,6435
Rwanda - Kinaba - 1013758,Nyabihu,Kinaba,1013758,Identified,Technical,006f100000d7ko0AAA,2019,-1.74472,29.53323,1200,12090
Rwanda - Gafuro ya 2 - 1013223,Burera,Gafuro ya 2,1013223,Identified,Technical,006f100000d75zKAAQ,2018,-1.51139,29.81161,1594,7406
Rwanda - Nyakirambo - 1013254,Muhanga,Nyakirambo,1013254,Identified,Technical,006f100000d761pAAA,2018,-1.8784817,29.69778352,2307,4951
Rwanda - Bibumba - 1013275,Nyanza,Bibumba,1013275,Confirmed,,006f100000d7678AAA,2023,-2.2794,29.8712,3152,4478
Rwanda - Gati - 1014560,Rwamagana,Gati,1014560,Identified,Technical,006f100000efEfLAAU,2019,-1.90335,30.39168,11983,5751
Rwanda - Cyimbogo - 1013794,Gakenke,Cyimbogo,1013794,Identified,Technical,006f100000d7wvAAAQ,2019,-1.81602,29.85876,2190,5460
Rwanda - Gikombe - 1014552,Kicukiro,Gikombe,1014552,Complete,In Service,006f100000efEehAAE,2022,-2.003541,30.055354,3713,11682
Rwanda - Rushwati - 1014169,Rusizi,Rushwati,1014169,Identified,Technical,006f100000d1hUWAAY,2019,-2.58421,29.14232,3991,4081
Rwanda - Gipfura - 1014093,Rusizi,Gipfura,1014093,Identified,Technical,006f100000d1fVkAAI,2019,-2.5886,29.05452,7070,7162
Rwanda - Gatovu - 1014570,Bugesera,Gatovu,1014570,Identified,Technical,006f100000efEkzAAE,2019,-2.335818,30.075542,7226,4973
Rwanda - Gisizi - 1014318,Kamonyi,Gisizi,1014318,Prospecting,,006f100000eescbAAA,2023,-1.870868,29.877686,6357,4012
Rwanda - Rusenyi - 1014357,Ngoma,Rusenyi,1014357,Identified,Technical,006f100000eeuvgAAA,2019,-2.12877,30.64523,584,2744
Rwanda - Mukibimba - 1014366,Ngoma,Mukibimba,1014366,Identified,Technical,006f100000eeuwPAAQ,2019,-2.14135,30.49706,9025,4039
Rwanda - Kabeza - 1014389,Nyagatare,Kabeza,1014389,Identified,Technical,006f100000eeuzOAAQ,2019,-1.36432,30.28194,3293,4228
Rwanda - Karubanda - 1014281,Kamonyi,Karubanda,1014281,Identified,Technical,006f100000eekgHAAQ,2019,-2.08084,29.91191,3490,4427
Rwanda - Butezi - 1014467,Kirehe,Butezi,1014467,Identified,Vehicular Bridge Required,006f100000ef6y7AAA,2019,-2.371645,30.539508,5000,3755
Rwanda - Kagarama2 - 1014604,Gatsibo,Kagarama2,1014604,Identified,Vehicular Bridge Required,006f100000efHB5AAM,2019,-1.719635,30.366374,1650,4155
Rwanda - Kagoma - 1014493,Ngoma,Kagoma,1014493,Identified,Technical,006f100000ef7agAAA,2019,-2.271583,30.334962,55,2166
Rwanda - Runiga - 1014302,Kamonyi,Runiga,1014302,Identified,Technical,006f100000eelkqAAA,2019,-2.10741,29.80042,1690,7878
Rwanda - Muza - 1014335,Kamonyi,Muza,1014335,Complete,In Service,006f100000eessFAAQ,2023,-1.926511,29.814264,10150,6257
Rwanda - Kireka - 1014337,Kamonyi,Kireka,1014337,Identified,Vehicular Bridge Required,006f100000eessPAAQ,2019,-2.119285,29.997436,1026,3312
Rwanda - Gatare - 1014346,Karongi,Gatare,1014346,Identified,Technical,006f100000eeuu9AAA,2019,-2.10761,29.56258,2972,3896
Rwanda - Gitinga - 1014349,Ngoma,Gitinga,1014349,Identified,Technical,006f100000eeuudAAA,2019,-2.0566,30.47997,11340,3642
Rwanda - Cyunuzi - 1014354,Ngoma,Cyunuzi,1014354,Identified,Technical,006f100000eeuv7AAA,2019,-2.20179,30.60416,9665,3971
Rwanda - Burwi - 1014374,Karongi,Burwi,1014374,Identified,Requested,006f100000eeuxrAAA,2019,-2.136568,29.5995,9401,4435
Rwanda - Isangano - 1014387,Nyagatare,Isangano,1014387,Identified,Technical,006f100000eeuzEAAQ,2019,-1.39413,30.28182,3683,6709
Rwanda - Gisharara - 1014411,Gatsibo,Gisharara,1014411,Identified,Technical,006f100000eev1FAAQ,2019,-1.633869,30.338833,5381,5026
Rwanda - Gakirage - 1014416,Nyagatare,Gakirage,1014416,Identified,Technical,006f100000eev1eAAA,2019,-1.365045,30.148672,2813,3001
Rwanda - Kabahushi - 1014427,Ngoma,Kabahushi,1014427,Identified,Technical,006f100000eev4dAAA,2019,-2.235312,30.552363,10530,5146
Rwanda - Ntasi - 1014447,Kamonyi,Ntasi,1014447,Identified,Technical,006f100000eevNEAAY,2019,-2.09453,29.9943,1850,4033
Rwanda - Rukohwa - 1013977,Rusizi,Rukohwa,1013977,Identified,Technical,006f100000d1Tr5AAE,2019,-2.44658,28.9137,2344,12306
Rwanda - Rushwati~ kirwano - 1014023,Rusizi,Rushwati~ kirwano,1014023,Identified,Technical,006f100000d1f3bAAA,2019,-2.578095,29.140707,2267,4012
Rwanda - Gisesero2 - 1014087,Rusizi,Gisesero2,1014087,Identified,Technical,006f100000d1fVGAAY,2019,-2.59176,29.04348,1863,6752
Rwanda - cyanika - 1022243,Muhanga,cyanika,1022243,Identified,,0063Z00000hw10PQAQ,2020,-1.97785278,29.7825,,
Rwanda - Nyabisindu - 1013454,Ngororero,Nyabisindu,1013454,Identified,Technical,006f100000d7PqwAAE,2019,-2.08128,29.61731,4873,4525
Rwanda - Bunyereri - 1013470,Musanze,Bunyereri,1013470,Identified,Technical,006f100000d7Q5RAAU,2019,-1.477522,29.714723,6737,8960
Rwanda - Nyamiyaga - 1013473,Musanze,Nyamiyaga,1013473,Identified,Technical,006f100000d7Q5gAAE,2019,-1.43056,29.624836,1510,7835
Rwanda - Rubona - 1013482,Nyaruguru,Rubona,1013482,Identified,Technical,006f100000d7Q8FAAU,2019,-2.73310167,29.57745167,4633,3843
Rwanda - Karama - 1013984,Rusizi,Karama,1013984,Identified,Technical,006f100000d1TsrAAE,2019,-2.60072,28.99702,4309,9898
Rwanda - Burunga - 1013974,Rusizi,Burunga,1013974,Identified,Technical,006f100000d1TnIAAU,2019,-2.47061,28.91442,4328,28417
Rwanda - Cyuma - 1013987,Rusizi,Cyuma,1013987,Identified,Technical,006f100000d1Tt6AAE,2019,-2.62002,28.96343,1610,10758
Rwanda - Nyagasayo - 1013991,Rusizi,Nyagasayo,1013991,Identified,Technical,006f100000d1TtkAAE,2019,-2.66859,28.94991,4263,5778
Rwanda - Kivoga - 1013978,Rusizi,Kivoga,1013978,Identified,Technical,006f100000d1TrAAAU,2019,-2.4432,28.90885,1836,10176
Rwanda - Tugogo - 1007901,Nyaruguru,Tugogo,1007901,Complete,In Service,006f100000aA11EAAS,2018,-2.554167,29.507278,3500,4434
Rwanda - Uwinyana - 1021923,Nyaruguru,Uwinyana,1021923,Identified,Requested,0063Z00000hv15YQAQ,2021,,,400,
Rwanda - Uwinyana - 1021924,Nyaruguru,Uwinyana,1021924,Identified,Technical,0063Z00000hv17UQAQ,2021,-2.76129167,29.47527778,695,
Rwanda - Gahama - 1014452,Kirehe,Gahama,1014452,Identified,Technical,006f100000eewEcAAI,2019,-2.02057,29.80686,5600,6571
Rwanda - Nyakabungo - 1039067,Gasabo,Nyakabungo,1039067,Identified,,0063Z00000rEakFQAS,2022,-1.888097,30.032909,2972,
Rwanda - Marero - 1014058,Rubavu,Marero,1014058,Identified,Technical,006f100000d1fQLAAY,2019,-1.64072,29.39906,1748,19546
Rwanda - Ruhina - 1014080,Karongi,Ruhina,1014080,Identified,Technical,006f100000d1fUNAAY,2019,-2.11637,29.5875,2582,4594
Rwanda - Akatabaro - 1014239,Nyarugenge,Akatabaro,1014239,Identified,Vehicular Bridge Required,006f100000eekV6AAI,2019,-1.985294,30.056113,3340,92351
Rwanda - Cyamabuye - 1013989,Rusizi,Cyamabuye,1013989,Identified,Technical,006f100000d1TtaAAE,2019,-2.6627,28.95512,4686,7330
Rwanda - Ruhondo - 1014073,Karongi,Ruhondo,1014073,Identified,Technical,006f100000d1fTeAAI,2019,-2.24952,29.38323,4867,6782
Rwanda - Kabutimbiri - 1013966,Rusizi,Kabutimbiri,1013966,Identified,Technical,006f100000d1TkxAAE,2019,-2.40129,28.95172,3601,8586
Rwanda - Gafumba - 1013981,Rusizi,Gafumba,1013981,Identified,Technical,006f100000d1TscAAE,2019,-2.58071,28.97723,5081,8849
Rwanda - Kwa  Gahakwa - 1014348,Ngoma,Kwa  Gahakwa,1014348,Identified,Technical,006f100000eeuuTAAQ,2019,-2.10605,30.49761,11503,3958
Rwanda - Antenna 2 - 1014439,Kicukiro,Antenna 2,1014439,Identified,Technical,006f100000eevLSAAY,2019,-1.98388889,30.13861111,7864,20652
Rwanda - Nyarurembo - 1014444,Kicukiro,Nyarurembo,1014444,Identified,Technical,006f100000eevMaAAI,2019,-1.969082,30.115851,20855,78330
Rwanda - Kinosho - 1014563,Rwamagana,Kinosho,1014563,Identified,Technical,006f100000efEfaAAE,2019,-1.93773,30.37988,10351,4930
Rwanda - Rudehero - 1014134,Nyamasheke,Rudehero,1014134,Identified,Technical,006f100000d1hH3AAI,2019,-2.37845,29.1393,9782,5424
Rwanda - Kanyonyombya - 1014286,Kamonyi,Kanyonyombya,1014286,Identified,Technical,006f100000eekggAAA,2019,-2.065,29.91408,5000,4711
Rwanda - Nyaruhoko - 1014334,Kamonyi,Nyaruhoko,1014334,Identified,Technical,006f100000eesorAAA,2019,-1.969472,29.959591,3793,6243
Rwanda - Ruhama - 1014360,Ngoma,Ruhama,1014360,Identified,Technical,006f100000eeuvvAAA,2019,-2.18396,30.62926,12210,3187
Rwanda - Kibimba - 1014422,Ngoma,Kibimba,1014422,Identified,Technical,006f100000eev2DAAQ,2019,-2.238133,30.513978,11799,3424
Rwanda - Kagarama - 1014542,Rwamagana,Kagarama,1014542,Identified,Technical,006f100000ef88TAAQ,2019,-1.99723,30.24595,4092,4814
Rwanda - Nyange - 1013986,Rusizi,Nyange,1013986,Identified,Technical,006f100000d1Tt1AAE,2019,-2.61167,28.96442,3437,8876
Rwanda - Wambonye - 1014137,Nyamasheke,Wambonye,1014137,Identified,Technical,006f100000d1hI6AAI,2019,-2.36102,29.14898,4373,6731
Rwanda - Rusambu - 1014008,Nyamasheke,Rusambu,1014008,Identified,Technical,006f100000d1f2EAAQ,2019,-2.431462,29.018172,4465,8630
Rwanda - Nkomangwa - 1014562,Rwamagana,Nkomangwa,1014562,Identified,Technical,006f100000efEfVAAU,2019,-1.90335,30.39168,9572,5751
Rwanda - Gihemvu - 1014150,Nyaruguru,Gihemvu,1014150,Prospecting,,006f100000d1hNQAAY,2024,-2.70081,29.492137,3969,3979
Rwanda - Rushwati ~ mwimereri - 1014022,Rusizi,Rushwati ~ mwimereri,1014022,Identified,Technical,006f100000d1f3WAAQ,2019,-2.575882,29.136492,2631,3863
Rwanda - Bitumba - 1014537,Gatsibo,Bitumba,1014537,Identified,Technical,006f100000ef87aAAA,2019,-1.60164,30.19772,2173,3802
Rwanda - Itsinzi - 1014242,Nyarugenge,Itsinzi,1014242,Identified,Technical,006f100000eekVLAAY,2019,-1.96302,30.05622,1824,192202
Rwanda - Nyagatare - 1014253,Nyagatare,Nyagatare,1014253,Identified,Technical,006f100000eekWiAAI,2019,-1.42836,30.1828,2972,4843
Rwanda - Gasamasazi - 1014294,Kamonyi,Gasamasazi,1014294,Identified,Technical,006f100000eekhKAAQ,2019,-2.10176,29.84282,5057,5324
Rwanda - Nyabusheshe - 1014088,Rusizi,Nyabusheshe,1014088,Identified,Technical,006f100000d1fVLAAY,2019,-2.59647,29.04596,1825,6305
Rwanda - Gombaniro-mubombo - 1014091,Rusizi,Gombaniro-mubombo,1014091,Identified,,006f100000d1fVaAAI,2024,-2.72777,29.03227,2106,1826
Rwanda - Ngange - 1014030,Karongi,Ngange,1014030,Identified,Technical,006f100000d1fMiAAI,2019,-2.230115,29.47708167,2400,3503
Rwanda - Nyakabanda - 1014105,Rusizi,Nyakabanda,1014105,Identified,Technical,006f100000d1fjrAAA,2019,-2.42715,28.95369,3418,11854
Rwanda - Gitinda - 1013975,Rusizi,Gitinda,1013975,Identified,Technical,006f100000d1TnmAAE,2019,-2.46143,28.91068,4287,19662
Rwanda - Bigo-Nyarurama - 1014506,Kicukiro,Bigo-Nyarurama,1014506,Identified,Technical,006f100000ef7jEAAQ,2019,-2.007747,30.079832,13584,8244
Rwanda - Kanyahene - 1014043,Rubavu,Kanyahene,1014043,Identified,Technical,006f100000d1fNvAAI,2019,-1.72928,29.3348,680,11174
Rwanda - Ruheka - 1014319,Kamonyi,Ruheka,1014319,Identified,Technical,006f100000eesclAAA,2019,-1.883957,29.850548,1559,6292
Rwanda - Nyagahara - 1014037,Karongi,Nyagahara,1014037,Identified,Technical,006f100000d1fNMAAY,2019,-2.23438167,29.47267167,2400,3271
Rwanda - Kabere - 1014148,Nyamasheke,Kabere,1014148,Identified,Technical,006f100000d1hMSAAY,2019,-2.39624002,28.9969806,4696,9420
Rwanda - Cyunyu - 1014067,Karongi,Cyunyu,1014067,Confirmed,,006f100000d1fT5AAI,2023,-2.25799,29.41381,3838,6017
Rwanda - Iterambere - 1014238,Nyarugenge,Iterambere,1014238,Identified,Technical,006f100000eekV1AAI,2019,-1.94381,30.05001,712,158169
Rwanda - Burege - 1013967,Rusizi,Burege,1013967,Identified,Technical,006f100000d1TlCAAU,2019,-2.40908,28.94244,2081,11579
Rwanda - Rubenga1 - 1013976,Rusizi,Rubenga1,1013976,Identified,Technical,006f100000d1TqvAAE,2019,-2.45007,28.91671,2554,12350
Rwanda - Gahongobwe - 1013988,Rusizi,Gahongobwe,1013988,Identified,Technical,006f100000d1TtBAAU,2019,-2.6174,28.95564,2169,10839
Rwanda - Kabare - 1014476,Kirehe,Kabare,1014476,Identified,Technical,006f100000ef6yvAAA,2019,-2.332831,30.652159,670,1889
Rwanda - Rwasaburo - 1014384,Ngoma,Rwasaburo,1014384,Identified,Technical,006f100000eeuyzAAA,2019,-2.157735,30.532793,12153,10991
Rwanda - Kijyambere - 1014559,Rwamagana,Kijyambere,1014559,Identified,Technical,006f100000efEfGAAU,2019,-2.04417,30.42529,10017,4059
Rwanda - Nyakivomero - 1013983,Rusizi,Nyakivomero,1013983,Identified,Technical,006f100000d1TsmAAE,2019,-2.5847,29.01409,9195,7421
Rwanda - Masoko - 1014358,Ngoma,Masoko,1014358,Identified,Technical,006f100000eeuvlAAA,2019,-2.12746,30.64571,584,2787
