Opportunity Name,Level 2 Government,Bridge Name,Project Code,Stage,Sub-Stage,CaseSafeID,B2P Fiscal Year,latitude,longitude,Individuals Directly Served,Population Estimate 2000m
Rwanda - Rebero - 1014423,Ngoma,Rebero,1014423,Identified,Technical,006f100000eev2NAAQ,2019,-2.1342683,30.533528,11791,6652
Rwanda - Cyumbati - 1014566,Kicukiro,Cyumbati,1014566,Identified,Technical,006f100000efEfuAAE,2019,-1.98426,30.06329,,103741
Rwanda - Rwakayango - 1014430,Ngoma,Rwakayango,1014430,Identified,Technical,006f100000eev5PAAQ,2019,-2.101273,30.426758,12427,4149
Rwanda - Mizibira - 1014102,Rusizi,Mizibira,1014102,Identified,Technical,006f100000d1fWiAAI,2019,-2.56301,29.06172,8925,8662
Rwanda - Ndengerezi - 1014167,Rusizi,Ndengerezi,1014167,Identified,Technical,006f100000d1hU7AAI,2019,-2.58127,29.15265,2380,0
Rwanda - Kabakure - 1014144,Rusizi,Kabakure,1014144,Identified,Technical,006f100000d1hLUAAY,2019,-2.46402,28.95182,1334,8114
Rwanda - Kabuga - 1014038,Karongi,Kabuga,1014038,Identified,Requested,006f100000d1fNRAAY,2019,-2.246215,29.491565,21209,2562
Rwanda - Ubumwe I - 1014250,Nyagatare,Ubumwe I,1014250,Identified,Technical,006f100000eekWTAAY,2019,-1.43737,30.2538,6852,6733
Rwanda - Kataburara - 1014282,Kamonyi,Kataburara,1014282,Identified,Vehicular Bridge Required,006f100000eekgMAAQ,2019,-2.09794,29.93278,1659,4506
Rwanda - Kanombe - 1014296,Kamonyi,Kanombe,1014296,Identified,Technical,006f100000eekhUAAQ,2019,-2.08032,29.822,2650,6467
Rwanda - Nyakajuri - 1014599,Bugesera,Nyakajuri,1014599,Identified,Vehicular Bridge Required,006f100000efHAgAAM,2019,-2.22393,30.07617,908,4362
Rwanda - Rwengezi - 1014104,Rusizi,Rwengezi,1014104,Complete,In Service,006f100000d1fjmAAA,2023,-2.587173,29.105957,5996,3154
Rwanda - Gatari - 1014475,Kirehe,Gatari,1014475,Identified,Technical,006f100000ef6yqAAA,2019,-2.3592,30.677613,500,2456
Rwanda - Mitsindo - 1014480,Kirehe,Mitsindo,1014480,Identified,Technical,006f100000ef6zFAAQ,2019,-2.7278,30.72778,1576,0
Rwanda - Gatabura - 1014482,Kirehe,Gatabura,1014482,Identified,Technical,006f100000ef70hAAA,2019,-2.1486,30.72617,700,2511
Rwanda - Kubwamariko - 1014249,Nyagatare,Kubwamariko,1014249,Identified,Technical,006f100000eekWOAAY,2019,-1.43877,30.25549,6852,6729
Rwanda - Karushuga - 1014260,Nyagatare,Karushuga,1014260,Identified,Technical,006f100000eekXMAAY,2019,-1.29792,30.55167,2140,24
Rwanda - Nyarubuye - 1014267,Nyarugenge,Nyarubuye,1014267,Identified,Technical,006f100000eekYFAAY,2019,-2.04925,29.98573,3484,3372
Rwanda - Kwa Makuza - 1014271,Nyarugenge,Kwa Makuza,1014271,Identified,Technical,006f100000eekYjAAI,2019,-1.982414,30.056395,3060,120686
Rwanda - Gasharu - 1014069,Karongi,Gasharu,1014069,Complete,In Service,006f100000d1fTFAAY,2021,-2.13333,29.3625,3021,20288
Rwanda - Gatovu - 1014314,Kamonyi,Gatovu,1014314,Identified,Technical,006f100000eeqsYAAQ,2019,-1.985042,29.951748,5572,5297
Rwanda - Byimana3 - 1014403,Nyagatare,Byimana3,1014403,Identified,Technical,006f100000eev0bAAA,2019,-1.109384,30.433798,1,5912
Rwanda - Rubare - 1014331,Kamonyi,Rubare,1014331,Identified,Vehicular Bridge Required,006f100000eesieAAA,2019,-1.908306,29.881692,800,5788
Rwanda - Rwamikungu2 - 1014045,Rubavu,Rwamikungu2,1014045,Identified,Technical,006f100000d1fOAAAY,2019,-1.63268,29.39084,2160,16782
Rwanda - Kamacaca - 1014066,Karongi,Kamacaca,1014066,Identified,Requested,006f100000d1fSvAAI,2019,-2.23068,29.38988,1754,6059
Rwanda - Wiraro - 1014083,Karongi,Wiraro,1014083,Identified,,006f100000d1fUhAAI,2024,-2.24481167,29.44779833,,3293
Rwanda - MuKirombe - 1014361,Ngoma,MuKirombe,1014361,Identified,Technical,006f100000eeuw0AAA,2019,-2.18396,30.62258,6890,3315
Rwanda - Bitaba - 1014409,Gatsibo,Bitaba,1014409,Identified,Technical,006f100000eev15AAA,2019,-1.530688,30.210441,5779,4254
Rwanda - Kadogo - 1014410,Gatsibo,Kadogo,1014410,Identified,Technical,006f100000eev1AAAQ,2019,-1.660292,30.461698,1,3569
Rwanda - Kabirundwe - 1014092,Rusizi,Kabirundwe,1014092,Identified,Technical,006f100000d1fVfAAI,2019,-2.5886,29.05452,1852,7162
Rwanda - Rebero - 1013996,Rusizi,Rebero,1013996,Identified,Technical,006f100000d1TvcAAE,2019,-2.40718,28.95003,2804,11133
Rwanda - Nyakigezi - 1014309,Kamonyi,Nyakigezi,1014309,Identified,Technical,006f100000eeqpoAAA,2019,-1.87493,29.849092,1830,4535
Rwanda - Barage - 1014499,Gasabo,Barage,1014499,Identified,Vehicular Bridge Required,006f100000ef7e9AAA,2019,-1.829462,30.158647,1726,4886
Rwanda - Amajyambere - 1014553,Nyarugenge,Amajyambere,1014553,Identified,Technical,006f100000efEemAAE,2019,-1.970697,30.067016,4348,174345
Rwanda - Kigabiro 2 - 1014333,Kamonyi,Kigabiro 2,1014333,Identified,Technical,006f100000eesiyAAA,2019,-1.960603,29.972412,3057,7830
Rwanda - Rugobagoba - 1014326,Kamonyi,Rugobagoba,1014326,Identified,Technical,006f100000eesdUAAQ,2019,-2.001263,29.888983,3070,6887
Rwanda - Gisasa - 1014497,Gasabo,Gisasa,1014497,Identified,Vehicular Bridge Required,006f100000ef7dzAAA,2019,-1.9020028,30.12219,4860,6173
Rwanda - Kanyarusanga - 1014373,Karongi,Kanyarusanga,1014373,Identified,Technical,006f100000eeuxmAAA,2019,-2.15347,29.35955,5748,8357
Rwanda - Kanege - 1014435,Ngoma,Kanege,1014435,Identified,Technical,006f100000eev5oAAA,2019,-2.20317,30.464068,2906,3933
Rwanda - Kagarama - 1014554,Ngoma,Kagarama,1014554,Identified,,006f100000efEerAAE,2019,-2.19809,30.32175,13438,3062
Rwanda - Isangano I - 1014251,Nyagatare,Isangano I,1014251,Identified,Technical,006f100000eekWYAAY,2019,-1.4216,30.27098,8144,6127
Rwanda - Gacaca-rubanga - 1014276,Kamonyi,Gacaca-rubanga,1014276,Identified,Technical,006f100000eekdDAAQ,2019,-2.03922,29.84801,3868,7112
Rwanda - Abarezi - 1014441,Kicukiro,Abarezi,1014441,Identified,Technical,006f100000eevLhAAI,2019,-1.97972222,30.14083333,6542,25263
Rwanda - Gikuku - 1014033,Karongi,Gikuku,1014033,Identified,Technical,006f100000d1fN2AAI,2019,-2.23241333,29.4756,2400,3375
Rwanda - Cyamuti - 1014122,Nyamasheke,Cyamuti,1014122,Identified,Technical,006f100000d1hEEAAY,2019,-2.33294045,29.02570225,2959,11970
Rwanda - Kinunga - 1014606,Rwamagana,Kinunga,1014606,Identified,Vehicular Bridge Required,006f100000efHBFAA2,2019,-1.989138,30.263844,1,5179
Rwanda - Ntendure - 1039283,Ngororero,Ntendure,1039283,Identified,Technical,0063Z00000sfS8sQAE,2024,-1.845186,29.515663,2600,
Rwanda - Kabeza - 1014383,Ngoma,Kabeza,1014383,Identified,Technical,006f100000eeuyuAAA,2019,-2.144405,30.531062,12153,8328
Rwanda - Gakiri - 1014420,Gatsibo,Gakiri,1014420,Identified,Technical,006f100000eev1yAAA,2019,-1.629849,30.379612,8255,6618
Rwanda - Burembo - 1014143,Rusizi,Burembo,1014143,Identified,Technical,006f100000d1hLKAAY,2019,-2.44613,28.96986,1441,10911
Rwanda - Cyamatare - 1014376,Karongi,Cyamatare,1014376,Identified,Requested,006f100000eeuy6AAA,2019,-2.162912,29.574572,8936,5082
Rwanda - Byimana - 1014443,Kicukiro,Byimana,1014443,Identified,Technical,006f100000eevM6AAI,2019,-1.988027,30.117593,28178,30489
Rwanda - Kigaga - 1014533,Gatsibo,Kigaga,1014533,Identified,Technical,006f100000ef84gAAA,2019,-1.65055,30.30473,1542,4262
Rwanda - Kabyuma - 1014156,Rusizi,Kabyuma,1014156,Identified,Technical,006f100000d1hPlAAI,2019,-2.44926,28.95522,3570,10773
Rwanda - Buhunge - 1014158,Nyaruguru,Buhunge,1014158,Identified,Requested,006f100000d1hPvAAI,2019,-2.74006,29.67281,3960,5325
Rwanda - Gahosha - 1014618,Bugesera,Gahosha,1014618,Identified,Vehicular Bridge Required,006f100000efHHSAA2,2019,-2.248912,30.019451,550,5278
Rwanda - Rugarama/mbonwa - 1014596,Bugesera,Rugarama/mbonwa,1014596,Identified,Technical,006f100000efHARAA2,2019,-2.22306,30.056,2125,3913
Rwanda - Gahati - 1014014,Rusizi,Gahati,1014014,Identified,Technical,006f100000d1f2iAAA,2019,-2.523685,28.998094,2616,9925
Rwanda - Kajinja - 1014280,Kamonyi,Kajinja,1014280,Identified,Technical,006f100000eekgCAAQ,2019,-2.0264,29.85626,2858,6398
Rwanda - Munini I - 1014052,Karongi,Munini I,1014052,Complete,In Service,006f100000d1fPNAAY,2022,-2.18836,29.37793,2697,5071
Rwanda - Gata - 1014086,Rusizi,Gata,1014086,Identified,Technical,006f100000d1fV1AAI,2019,-2.60327,29.0416,1694,6522
Rwanda - Kanyami - 1014243,Nyagatare,Kanyami,1014243,Identified,Technical,006f100000eekVkAAI,2019,-1.36537,30.17092,2576,5038
Rwanda - Katoma - 1014246,Nyagatare,Katoma,1014246,Identified,Technical,006f100000eekW9AAI,2019,-1.44263,30.15516,2405,3667
Rwanda - Gitega - 1013982,Rusizi,Gitega,1013982,Identified,Technical,006f100000d1TshAAE,2019,-2.57392,28.98504,5081,7118
Rwanda - Kabagu -gasihe - 1014098,Rusizi,Kabagu -gasihe,1014098,Identified,Technical,006f100000d1fW9AAI,2019,-2.57552,29.0818,1791,6134
Rwanda - Musekera - 1013644,Rutsiro,Musekera,1013644,Identified,Technical,006f100000d7iVVAAY,2019,-1.90752,29.44373,1541,5787
Rwanda - Mugera - 1013671,Gakenke,Mugera,1013671,Identified,Technical,006f100000d7ibYAAQ,2019,-1.79797,29.80379,1340,3617
Rwanda - Congori - 1013681,Gakenke,Congori,1013681,Identified,Technical,006f100000d7idtAAA,2019,-1.79831,29.83496,1171,5023
Rwanda - Sodoma - 1012823,Ngororero,Sodoma,1012823,Identified,,006f100000d6lDDAAY,2019,-2.014133,29.614267,2600,5681
Rwanda - Kivomo - 1013451,Ngororero,Kivomo,1013451,Identified,Technical,006f100000d7PqDAAU,2019,-2.02839,29.57274,3549,5713
Rwanda - Nyiragahama - 1013476,Musanze,Nyiragahama,1013476,Identified,,006f100000d7Q5vAAE,2024,-1.454949,29.616916,4954,11911
Rwanda - Kanyiramana - 1013502,Huye,Kanyiramana,1013502,Identified,Technical,006f100000d7QQOAA2,2023,-2.48655,29.65746,1865,6724
Rwanda - Nyumba - 1013508,Huye,Nyumba,1013508,Identified,Technical,006f100000d7QSoAAM,2019,-2.66388,29.69276,5654,5895
Rwanda - Gakoro - 1013294,Musanze,Gakoro,1013294,Identified,Vehicular Bridge Required,006f100000d7EKbAAM,2019,,,1345,
Rwanda - Busave - 1013921,Gisagara,Busave,1013921,Identified,Technical,006f100000d8AoFAAU,2019,-2.57408,29.87933,6071,4837
Rwanda - Peru - 1013563,Nyamasheke,Peru,1013563,Identified,Technical,006f100000d7b66AAA,2019,-2.304747,29.219334,2955,9260
Rwanda - Kwaroje - 1014564,Rwamagana,Kwaroje,1014564,Identified,Vehicular Bridge Required,006f100000efEffAAE,2019,-1.92899,30.36272,11788,4461
Rwanda - Kirwa - 1012976,Burera,Kirwa,1012976,Identified,Technical,006f100000d6wHbAAI,2018,-1.57513,29.87746,2885,6457
Rwanda - Muturagara-Gatobo - 1013025,Nyabihu,Muturagara-Gatobo,1013025,Identified,Requested,006f100000d6yLHAAY,2024,-1.67321,29.57457,4470,9286
Rwanda - Akamabuye - 1014603,Gatsibo,Akamabuye,1014603,Identified,Technical,006f100000efHB0AAM,2019,-1.713697,30.358427,2573,4875
Rwanda - Kirinja - 1013631,Rutsiro,Kirinja,1013631,Identified,Technical,006f100000d7iROAAY,2019,-1.87014,29.37139,1100,8461
Rwanda - Peru - 1013656,Rutsiro,Peru,1013656,Identified,Technical,006f100000d7iY5AAI,2019,-1.85047,29.33792,1815,8852
Rwanda - Gasoyo - 1013664,Rutsiro,Gasoyo,1013664,Identified,Technical,006f100000d7iaLAAQ,2019,-1.85645,29.36927,2403,6434
Rwanda - Nyakaruru - 1013673,Gakenke,Nyakaruru,1013673,Identified,Vehicular Bridge Required,006f100000d7ic2AAA,2022,-1.65647,29.79743,1518,7744
Rwanda - Mutembo - 1013705,Kayonza,Mutembo,1013705,Identified,Vehicular Bridge Required,006f100000d7jCtAAI,2019,-1.96456,30.66115,2269,1715
Rwanda - Kabira1 - 1013646,Rutsiro,Kabira1,1013646,Identified,Requested,006f100000d7iVzAAI,2018,-1.9775,29.381944,2794,6457
Rwanda - Cyeru - 1014612,Rwamagana,Cyeru,1014612,Identified,Technical,006f100000efHC3AAM,2019,-1.896111,30.278146,6352,4678
Rwanda - Muganza - 1013450,Ngororero,Muganza,1013450,Identified,Technical,006f100000d7Pq8AAE,2019,-2.04927,29.5796,3950,4477
Rwanda - Nyamazi - 1012990,Rutsiro,Nyamazi,1012990,Identified,Technical,006f100000d6wKGAAY,2018,-1.975,29.38805,1250,6132
Rwanda - Rugerero-Ntaruka - 1013339,Huye,Rugerero-Ntaruka,1013339,Cancelled,,006f100000d7ETmAAM,2023,-2.402212,29.715983,3701,3333
Rwanda - Gahana - 1013340,Huye,Gahana,1013340,Identified,Technical,006f100000d7ETrAAM,2019,-2.38471,29.76592,2290,5440
Rwanda - Kabajogo - 1013425,Nyamagabe,Kabajogo,1013425,Identified,Technical,006f100000d7JDbAAM,2019,-2.48488667,29.57838,4509,14359
Rwanda - Rugazi(rukeri) - 1012982,Nyamagabe,Rugazi(rukeri),1012982,Identified,Technical,006f100000d6wIFAAY,2018,-2.395584,29.487653,2217,3883
Rwanda - Kabuye - 1013751,Rulindo,Kabuye,1013751,Identified,Technical,006f100000d7kl1AAA,2019,-1.79607,29.9438,1961,4440
Rwanda - Nyakabingo - 1013568,Nyamasheke,Nyakabingo,1013568,Identified,Technical,006f100000d7b6VAAQ,2022,-2.279466,29.199971,1838,7662
Rwanda - Bojo - 1013574,Gisagara,Bojo,1013574,Identified,Technical,006f100000d7bAHAAY,2019,-2.50203,29.91714,5131,4440
Rwanda - Nyamusanze - 1013241,Burera,Nyamusanze,1013241,Identified,Technical,006f100000d760mAAA,2018,-1.758679,29.8733,2789,5841
Rwanda - Kigusa - 1013214,Nyamagabe,Kigusa,1013214,Identified,,006f100000d75ucAAA,2023,-2.55117833,29.51450333,3450,4121
Rwanda - Mareba - 1014485,Kirehe,Mareba,1014485,Identified,Technical,006f100000ef70wAAA,2019,-2.21079,30.73431,560,1779
Rwanda - Rwangambibi(Runege) - 1012979,Nyamagabe,Rwangambibi(Runege),1012979,Identified,Technical,006f100000d6wI0AAI,2018,-2.422048,29.465853,2393,4817
Rwanda - Bishenge (Masuma) - 1012983,Nyamagabe,Bishenge (Masuma),1012983,Confirmed,,006f100000d6wIKAAY,2023,-2.345908,29.409702,2818,7251
Rwanda - Murama - 1013569,Nyamasheke,Murama,1013569,Identified,Technical,006f100000d7b6aAAA,2019,-2.301919,29.242738,2889,11042
Rwanda - Mukaka - 1012800,Rulindo,Mukaka,1012800,Complete,In Service,006f100000d6kr4AAA,2022,-1.62147,29.96712,2456,10978
Rwanda - Rugarama - 1013335,Huye,Rugarama,1013335,Identified,Technical,006f100000d7ETSAA2,2019,-2.4812,29.74129,1554,6405
Rwanda - Mukigogo - 1012973,Burera,Mukigogo,1012973,Identified,Technical,006f100000d6wGEAAY,2018,-1.56439,29.85781,2866,6075
Rwanda - Nyakagende - 1013272,Nyanza,Nyakagende,1013272,Identified,Technical,006f100000d766tAAA,2018,-2.29712,29.93744,3284,5718
Rwanda - Nyakamira - 1013774,Karongi,Nyakamira,1013774,Identified,Requested,006f100000d7wXdAAI,2019,-2.17507,29.42564,3585,4273
Rwanda - Akadogo - 1013812,Gisagara,Akadogo,1013812,Identified,Technical,006f100000d7x5tAAA,2019,-2.70192,29.76218,2941,8027
Rwanda - Ryashyomba - 1013712,Karongi,Ryashyomba,1013712,Identified,Technical,006f100000d7jE1AAI,2019,-2.12346,29.40763,3907,4091
Rwanda - Gihene - 1014551,Kicukiro,Gihene,1014551,Identified,Technical,006f100000efEeXAAU,2019,-1.995001,30.061769,10131,25192
Rwanda - Kwa Sibomana - 1013235,Burera,Kwa Sibomana,1013235,Identified,Technical,006f100000d760IAAQ,2018,-1.59993,29.85702,3759,6592
Rwanda - Kabubandi (Kwa mutayumba) - 1013240,Burera,Kabubandi (Kwa mutayumba),1013240,Identified,Technical,006f100000d760hAAA,2018,-1.6032,29.85826,3884,6807
Rwanda - Karuhanga - 1013455,Ngororero,Karuhanga,1013455,Complete,,006f100000d7Pr1AAE,2023,-2.00323,29.5765,3935,6195
Rwanda - Kivugiza - 1013457,Ngororero,Kivugiza,1013457,Complete,In Service,006f100000d7PrBAAU,2020,-1.94955,29.56793,2656,6169
Rwanda - Kiziba - 1013222,Burera,Kiziba,1013222,Prospecting,,006f100000d75zFAAQ,2024,-1.55473,29.83253,,6274
Rwanda - Rurongora - 1012816,Nyamagabe,Rurongora,1012816,Complete,In Service,006f100000d6kx0AAA,2022,-2.34152,29.466329,1962,4632
Rwanda - Mpanga - 1014265,Nyarugenge,Mpanga,1014265,Identified,Technical,006f100000eekXqAAI,2019,-2.0638,30.0279,12213,3469
Rwanda - Nyakibande1 - 1014040,Rubavu,Nyakibande1,1014040,Identified,Technical,006f100000d1fNgAAI,2019,-1.67323,29.36088,1200,7563
Rwanda - Kabere - 1014543,Rwamagana,Kabere,1014543,Identified,Technical,006f100000ef88sAAA,2019,-2.04377,30.29442,1395,4029
Rwanda - Kabeza - 1014142,Rusizi,Kabeza,1014142,Identified,Technical,006f100000d1hKHAAY,2019,-2.46169,28.96475,2631,8584
Rwanda - Gahama - 1014278,Kamonyi,Gahama,1014278,Identified,Technical,006f100000eekg2AAA,2019,-2.02057,29.80686,3558,6571
Rwanda - Gatembo - 1014369,Ngoma,Gatembo,1014369,Identified,Technical,006f100000eeuweAAA,2019,-2.11637,30.46358,12766,4148
Rwanda - Mugomero - 1014287,Kamonyi,Mugomero,1014287,Identified,Technical,006f100000eekglAAA,2019,-2.05616,29.90943,1850,4780
Rwanda - Kavumu-ngarama - 1014295,Kamonyi,Kavumu-ngarama,1014295,Identified,Technical,006f100000eekhPAAQ,2019,-2.06614,29.82734,1850,7187
Rwanda - Bunyonga 2 - 1014323,Kamonyi,Bunyonga 2,1014323,Identified,Vehicular Bridge Required,006f100000eesdAAAQ,2023,-1.939927,29.818313,500,5964
Rwanda - Kabarebe - 1014595,Gasabo,Kabarebe,1014595,Identified,Vehicular Bridge Required,006f100000efHAHAA2,2019,-1.79011,30.13083,14380,4876
Rwanda - Gahama ya nyagasenyi - 1014479,Kirehe,Gahama ya nyagasenyi,1014479,Identified,Technical,006f100000ef6zAAAQ,2019,-2.2136,30.77847,1046,2220
Rwanda - Karwa - 1014505,Kicukiro,Karwa,1014505,Identified,Technical,006f100000ef7enAAA,2019,-1.998487,30.107728,3071,19540
Rwanda - Mataba - 1014512,Ngoma,Mataba,1014512,Identified,Technical,006f100000ef7oTAAQ,2019,-2.025878,30.360528,8093,4240
Rwanda - Gasasa - 1014401,Nyagatare,Gasasa,1014401,Identified,Vehicular Bridge Required,006f100000eev0RAAQ,2019,-1.456525,30.280659,1,6234
Rwanda - Urugwiro - 1014557,Rwamagana,Urugwiro,1014557,Identified,Technical,006f100000efEf6AAE,2019,-2.06377,30.40876,9967,4567
Rwanda - Murama - 1014465,Kirehe,Murama,1014465,Identified,Technical,006f100000ef6xxAAA,2019,-2.3152,30.470953,857,2332
Rwanda - Barisuka - 1014469,Kirehe,Barisuka,1014469,Identified,Technical,006f100000ef6yHAAQ,2019,-2.208786,30.695041,4243,2253
Rwanda - Akigabiro - 1014498,Gasabo,Akigabiro,1014498,Identified,Technical,006f100000ef7e4AAA,2019,-1.822718,30.146343,1845,4970
Rwanda - KwaMunyamahoro - 1014556,Ngoma,KwaMunyamahoro,1014556,Identified,,006f100000efEf1AAE,2019,-2.2041,30.30697,15946,2458
Rwanda - Mfune - 1014555,Ngoma,Mfune,1014555,Identified,Requested,006f100000efEewAAE,2019,-2.20515,30.28804,10053,2507
Rwanda - Kabarore - 1014608,Rwamagana,Kabarore,1014608,Identified,Technical,006f100000efHBUAA2,2019,-1.918336,30.273599,4096,4313
Rwanda - Kabungo-nyagihamba - 1014288,Kamonyi,Kabungo-nyagihamba,1014288,Identified,Vehicular Bridge Required,006f100000eekgqAAA,2019,-2.0829,29.88202,850,5759
Rwanda - Nyirarukobwa - 1014568,Bugesera,Nyirarukobwa,1014568,Identified,Technical,006f100000efEkkAAE,2019,-2.10574,30.087112,12700,1585
Rwanda - Kiyanja - 1014473,Kirehe,Kiyanja,1014473,Identified,Technical,006f100000ef6ygAAA,2019,-2.17478,30.76704,1750,2046
Rwanda - Nyabaranga - 1014600,Bugesera,Nyabaranga,1014600,Identified,Vehicular Bridge Required,006f100000efHAlAAM,2019,-2.29153,30.05912,568,5668
Rwanda - Kohaki - 1014273,Gasabo,Kohaki,1014273,Identified,Technical,006f100000eekYtAAI,2019,-1.88659,30.09792,5492,5461
Rwanda - Muhora - 1014015,Rusizi,Muhora,1014015,Identified,Technical,006f100000d1f2nAAA,2019,-2.531842,29.000594,3350,10062
Rwanda - Rwanyagatamu - 1014486,Kirehe,Rwanyagatamu,1014486,Identified,Technical,006f100000ef711AAA,2019,-2.2099,30.78795,3500,2470
Rwanda - Rwarudogodo - 1014365,Ngoma,Rwarudogodo,1014365,Identified,Technical,006f100000eeuwKAAQ,2019,-2.14107,30.59631,12806,5069
Rwanda - Karambo - 1014607,Rwamagana,Karambo,1014607,Identified,Technical,006f100000efHBKAA2,2019,-1.926646,30.276659,3857,4461
Rwanda - Mizingo - 1014044,Rubavu,Mizingo,1014044,Identified,Technical,006f100000d1fO0AAI,2019,-1.63268,29.39084,2060,16782
Rwanda - Nyakabungo - 1014535,Gatsibo,Nyakabungo,1014535,Identified,Technical,006f100000ef84qAAA,2019,-1.57761,30.20642,2140,4264
Rwanda - Ituze - 1014257,Nyarugenge,Ituze,1014257,Identified,Technical,006f100000eekX7AAI,2019,-1.95322,30.0552,1018,207606
Rwanda - Akanyaru - 1014446,Kamonyi,Akanyaru,1014446,Identified,Technical,006f100000eevN9AAI,2019,-2.14197,29.98984,1506,3192
Rwanda - Kabavu(ruhanga) - 1012980,Nyamagabe,Kabavu(ruhanga),1012980,Ready to Confirm,,006f100000d6wI5AAI,2023,-2.346276,29.420032,2010,7612
Rwanda - Rwasa - 1013422,Nyamagabe,Rwasa,1013422,Complete,In Service,006f100000d7JDHAA2,2022,-2.41763333,29.555675,3582,4257
Rwanda - Kagorora - 1014059,Karongi,Kagorora,1014059,Identified,Requested,006f100000d1fRxAAI,2019,-2.231883,29.517175,21645,4062
Rwanda - Gatare - 1014061,Karongi,Gatare,1014061,Identified,,006f100000d1fSWAAY,2024,-2.269072,29.455833,3574,3845
Rwanda - Masumo - 1014076,Karongi,Masumo,1014076,Identified,Requested,006f100000d1fU3AAI,2019,-2.26182,29.37822,1522,7322
Rwanda - Kigarama - 1014103,Rusizi,Kigarama,1014103,Identified,Technical,006f100000d1fjhAAA,2019,-2.55734,29.0933,6073,4604
Rwanda - Kinyinya - 1013005,Nyanza,Kinyinya,1013005,Identified,Technical,006f100000d6wQmAAI,2018,-2.2864,29.73414,3381,5136
Rwanda - Kivumo - 1013319,Burera,Kivumo,1013319,Identified,Technical,006f100000d7EQOAA2,2018,-1.49022,29.95422,1205,7916
Rwanda - Ruhungamiyaga - 1014345,Karongi,Ruhungamiyaga,1014345,Identified,Technical,006f100000eeuu4AAA,2019,-2.13099,29.57793,1823,4184
Rwanda - Gasagara - 1039202,Ngororero,Gasagara,1039202,Identified,Requested,0063Z00000sf7RFQAY,2024,-1.978155,29.642226,2600,
Rwanda - Mbizi - 1013802,Gakenke,Mbizi,1013802,Identified,Technical,006f100000d7ww3AAA,2019,-1.72314,29.84565,1888,6650
Rwanda - Mu Kivogo - 1012958,Muhanga,Mu Kivogo,1012958,Identified,Technical,006f100000d6wCNAAY,2018,-1.79307191,29.6751037,1881,7216
Rwanda - Kabuba - 1013305,Musanze,Kabuba,1013305,Identified,Technical,006f100000d7ELUAA2,2019,-1.583976,29.74787,2142,9423
Rwanda - Nyamifumba - 1013415,Nyamagabe,Nyamifumba,1013415,Identified,Technical,006f100000d7JCYAA2,2019,-2.46756167,29.55258167,4139,6936
Rwanda - Nyanza - 1013539,Ngororero,Nyanza,1013539,Identified,Technical,006f100000d7ayMAAQ,2019,-1.74082,29.53777,4066,12433
Rwanda - Buhito - 1013541,Ngororero,Buhito,1013541,Complete,In Service,006f100000d7aygAAA,2020,-1.81792,29.54411,2335,7686
Rwanda - Cyifuzo - 1013791,Gakenke,Cyifuzo,1013791,Identified,Technical,006f100000d7wuvAAA,2019,-1.65975,29.72655,1600,6790
Rwanda - Kidandari - 1013023,Nyabihu,Kidandari,1013023,Identified,Technical,006f100000d6yL7AAI,2018,-1.66939,29.59021,3563,8280
Rwanda - Kamuhenja - 1013544,Karongi,Kamuhenja,1013544,Identified,Technical,006f100000d7az0AAA,2019,-2.1067,29.42296,2530,5330
Rwanda - Kavu - 1014245,Nyagatare,Kavu,1014245,Identified,Technical,006f100000eekVzAAI,2019,-1.35292,30.144,2494,1190
